advantage,n_random,n_fund,n_chart,n_mm_slow,n_mm_fast,time_dt,price_dt
16.0,9,5,9,1,4,34.0,-0.05410394244955609
16.0,9,5,9,2,4,28.0,-0.0865882287945083
16.0,9,6,4,1,4,51.0,-0.014095606650703712
16.0,9,6,4,2,4,30.0,-0.059624233659501494
16.0,9,6,5,1,4,31.0,-0.03557297925012168
16.0,9,6,5,2,4,31.0,-0.07455568233568872
16.0,9,6,6,1,4,47.0,-0.022570023872443504
16.0,9,6,6,2,4,33.0,-0.06298300228004738
16.0,9,6,7,1,4,28.0,-0.07350160885685095
16.0,9,6,7,2,4,30.0,-0.06122500284533037
16.0,9,6,8,1,4,30.0,-0.07727624850588515
16.0,9,6,8,2,4,28.0,-0.05997656034238307
16.0,9,6,9,1,4,27.0,-0.07217863072298485
16.0,9,6,9,2,4,32.0,-0.061645215871652836
16.0,9,7,4,1,4,28.0,-0.059569062963731906
16.0,9,7,4,2,4,41.0,0.03534959844456945
16.0,9,7,5,1,4,33.0,-0.0033500814372732037
16.0,9,7,5,2,4,31.0,-0.0511353248207163
16.0,9,7,6,1,4,34.0,-0.026361571406187723
16.0,9,7,6,2,4,32.0,-0.03515769701543725
16.0,9,7,7,1,4,29.0,-0.05651596949796577
16.0,9,7,7,2,4,32.0,-0.062297317297076556
16.0,9,7,8,1,4,28.0,-0.058590100326361055
16.0,9,7,8,2,4,55.0,0.05014973822339774
16.0,9,7,9,1,4,28.0,-0.07179051741217261
16.0,9,7,9,2,4,29.0,-0.04264631613403187
16.0,9,8,4,1,4,36.0,-0.02489614352200746
16.0,9,8,4,2,4,31.0,-0.02815998227961936
16.0,9,8,5,1,4,37.0,-0.01753631352138929
16.0,9,8,5,2,4,29.0,-0.05293203525994968
16.0,9,8,6,1,4,29.0,-0.044014909720971496
16.0,9,8,6,2,4,28.0,-0.05634304567369997
16.0,9,8,7,1,4,27.0,-0.05281166196521561
16.0,9,8,7,2,4,32.0,-0.0505531189929115
16.0,9,8,8,1,4,34.0,0.002405691805287019
16.0,9,8,8,2,4,28.0,-0.05480475875320911
16.0,9,8,9,1,4,27.0,-0.0735909332380351
16.0,9,8,9,2,4,29.0,-0.06660109124036148
16.0,9,9,4,1,4,52.0,0.0421865712495168
16.0,9,9,4,2,4,38.0,0.03736867509134759
16.0,9,9,5,1,4,39.0,0.025572011308660318
16.0,9,9,5,2,4,45.0,0.033407562086568574
16.0,9,9,6,1,4,31.0,-0.01480499319757208
16.0,9,9,6,2,4,44.0,0.03893899250444039
16.0,9,9,7,1,4,43.0,0.03841875145402647
16.0,9,9,7,2,4,29.0,-0.047616013669114526
16.0,9,9,8,1,4,42.0,0.028029388804159606
16.0,9,9,8,2,4,31.0,-0.054286426296762474
16.0,9,9,9,1,4,29.0,-0.05370386359515554
16.0,9,9,9,2,4,31.0,-0.009206484368216255
